featuretype,country,region,featurecode,featurename,measurecode,use_for_statistics,report_obligation
species,PL,ALP,1193,Bombina variegata,CB15,Yes,mandatory
species,PL,ALP,1193,Bombina variegata,CB05,Yes,mandatory
species,PL,ALP,1193,Bombina variegata,CE01,Yes,mandatory
species,PL,ALP,1193,Bombina variegata,CE06,Yes,mandatory
species,PL,ALP,1193,Bombina variegata,CE07,Yes,mandatory
species,PL,ALP,1193,Bombina variegata,CF10,Yes,mandatory
species,PL,ALP,1343,Sicista betulina,CF03,Yes,optional
species,PL,ALP,1343,Sicista betulina,CH03,Yes,optional
species,PL,ALP,1354,Ursus arctos,CF03,Yes,mandatory
species,PL,ALP,1354,Ursus arctos,CB02,Yes,mandatory
species,PL,ALP,1354,Ursus arctos,CB05,Yes,mandatory
species,PL,ALP,1354,Ursus arctos,CE01,Yes,mandatory
species,PL,ALP,1354,Ursus arctos,CF01,Yes,mandatory
species,PL,ALP,1354,Ursus arctos,CG02,Yes,mandatory
species,PL,ALP,1354,Ursus arctos,CG03,Yes,mandatory
species,PL,ALP,1354,Ursus arctos,CG04,Yes,mandatory
species,PL,ALP,1354,Ursus arctos,CI05,Yes,mandatory
species,PL,ALP,1354,Ursus arctos,CS03,Yes,mandatory
species,PL,ALP,6965,Cottus gobio all others,CF05,Yes,mandatory
species,PL,CON,1145,Misgurnus fossilis,CF05,Yes,mandatory
species,PL,CON,1145,Misgurnus fossilis,CI03,Yes,mandatory
species,PL,CON,1145,Misgurnus fossilis,CJ02,Yes,mandatory
species,PL,CON,1145,Misgurnus fossilis,CS03,Yes,mandatory
species,PL,CON,1145,Misgurnus fossilis,CA15,Yes,mandatory
species,PL,CON,1145,Misgurnus fossilis,CE01,Yes,mandatory
species,PL,CON,1145,Misgurnus fossilis,CF04,Yes,mandatory
species,PL,CON,1145,Misgurnus fossilis,CG04,Yes,mandatory
species,PL,CON,1145,Misgurnus fossilis,CG10,Yes,mandatory
species,PL,CON,1831,Luronium natans,CB05,Yes,mandatory
species,PL,CON,1831,Luronium natans,CB06,Yes,mandatory
species,PL,CON,1831,Luronium natans,CB14,Yes,mandatory
species,PL,CON,1831,Luronium natans,CF03,Yes,mandatory
species,PL,CON,1831,Luronium natans,CG02,Yes,mandatory
species,PL,CON,1831,Luronium natans,CJ01,Yes,mandatory
species,PL,CON,4096,Gladiolus palustris,CS02,Yes,mandatory
species,PL,CON,4096,Gladiolus palustris,CA03,Yes,mandatory
species,DK,CON,1419,Botrychium simplex,CA03,Yes,mandatory
species,DK,CON,1419,Botrychium simplex,CA11,Yes,mandatory
species,DK,CON,1323,Myotis bechsteinii,CB01,Yes,mandatory
species,DK,CON,1323,Myotis bechsteinii,CB05,Yes,mandatory
species,DK,CON,1323,Myotis bechsteinii,CH03,Yes,mandatory
species,DK,CON,1095,Petromyzon marinus,CA15,Yes,mandatory
species,DK,CON,1145,Misgurnus fossilis,CH03,Yes,mandatory
species,DK,CON,1145,Misgurnus fossilis,CJ02,Yes,mandatory
species,PT,MAC,1622,Sanicula azorica,CF03,Yes,mandatory
species,PT,MAC,1622,Sanicula azorica,CB15,Yes,mandatory
species,PT,MAC,1622,Sanicula azorica,CA08,Yes,mandatory
species,PT,MAC,1622,Sanicula azorica,CA03,Yes,mandatory
species,PT,MAC,1622,Sanicula azorica,CI01,Yes,mandatory
species,PT,MAC,1652,Jasminum azoricum,CI01,Yes,mandatory
species,PT,MAC,1652,Jasminum azoricum,CI02,Yes,mandatory
species,PT,MAC,1652,Jasminum azoricum,CL01,Yes,mandatory
species,PT,MAC,1652,Jasminum azoricum,CS01,Yes,mandatory
species,PT,MAC,1652,Jasminum azoricum,CS03,Yes,mandatory
species,PT,MAC,1652,Jasminum azoricum,CS02,Yes,mandatory
species,PT,MED,1305,Rhinolophus euryale,CC01,Yes,mandatory
species,PT,MED,1305,Rhinolophus euryale,CC14,Yes,mandatory
species,PT,MED,1305,Rhinolophus euryale,CF03,Yes,mandatory
species,PT,MED,1305,Rhinolophus euryale,CH03,Yes,mandatory
species,PT,MED,1449,Herniaria lusitanica subsp. berlengiana,CI03,Yes,mandatory
species,PT,MED,1449,Herniaria lusitanica subsp. berlengiana,CF03,Yes,mandatory
habitats,ES,MED,3170,Mediterranean temporary ponds,CA05,Yes,mandatory
habitats,ES,MED,3170,Mediterranean temporary ponds,CA15,Yes,mandatory
habitats,ES,MED,3170,Mediterranean temporary ponds,CJ01,Yes,mandatory
habitats,ES,MED,3170,Mediterranean temporary ponds,CA01,Yes,mandatory
habitats,ES,MED,3170,Mediterranean temporary ponds,CN02,Yes,mandatory
habitats,ES,MED,3170,Mediterranean temporary ponds,CL01,Yes,mandatory
habitats,ES,MED,3170,Mediterranean temporary ponds,CA09,Yes,mandatory
habitats,ES,MED,3170,Mediterranean temporary ponds,CF10,Yes,mandatory
habitats,ES,MED,3170,Mediterranean temporary ponds,CL04,Yes,mandatory
habitats,ES,MED,3170,Mediterranean temporary ponds,CA14,Yes,mandatory
habitats,MT,MED,3170,Mediterranean temporary ponds,CF03,Yes,mandatory
habitats,ES,ATL,3170,Mediterranean temporary ponds,CA05,Yes,mandatory
habitats,ES,ATL,3170,Mediterranean temporary ponds,CA15,Yes,mandatory
habitats,ES,ATL,3170,Mediterranean temporary ponds,CJ02,Yes,mandatory
habitats,ES,ATL,3170,Mediterranean temporary ponds,CC01,Yes,mandatory
habitats,IT,ALP,3170,Mediterranean temporary ponds,CI03,Yes,mandatory
habitats,UK,ATL,3170,Mediterranean temporary ponds,CJ01,Yes,mandatory
habitats,UK,ATL,3170,Mediterranean temporary ponds,CN02,Yes,mandatory
habitats,UK,ATL,3170,Mediterranean temporary ponds,CA02,Yes,mandatory
habitats,UK,ATL,3170,Mediterranean temporary ponds,CA03,Yes,mandatory
habitats,CY,MED,3170,Mediterranean temporary ponds,CN01,Yes,mandatory
habitats,CY,MED,3170,Mediterranean temporary ponds,CN02,Yes,mandatory
habitats,CY,MED,3170,Mediterranean temporary ponds,CA01,Yes,mandatory
habitats,CY,MED,3170,Mediterranean temporary ponds,CE01,Yes,mandatory
habitats,CY,MED,3170,Mediterranean temporary ponds,CF02,Yes,mandatory
habitats,IT,CON,3170,Mediterranean temporary ponds,CI03,Yes,mandatory
habitats,IT,MED,3170,Mediterranean temporary ponds,CA01,Yes,mandatory
habitats,IT,MED,3170,Mediterranean temporary ponds,CA15,Yes,mandatory
habitats,IT,MED,3170,Mediterranean temporary ponds,CB01,Yes,mandatory
habitats,IT,MED,3170,Mediterranean temporary ponds,CB15,Yes,mandatory
habitats,IT,MED,3170,Mediterranean temporary ponds,CC01,Yes,mandatory
habitats,IT,MED,3170,Mediterranean temporary ponds,CF03,Yes,mandatory
habitats,IT,MED,3170,Mediterranean temporary ponds,CF10,Yes,mandatory
habitats,IT,MED,3170,Mediterranean temporary ponds,CI03,Yes,mandatory
habitats,IT,MED,3170,Mediterranean temporary ponds,CJ02,Yes,mandatory
habitats,IT,MED,3170,Mediterranean temporary ponds,CL01,Yes,mandatory
habitats,PT,MED,3170,Mediterranean temporary ponds,CC01,Yes,mandatory
habitats,PT,MED,3170,Mediterranean temporary ponds,CA11,Yes,mandatory
habitats,PT,MAC,3170,Mediterranean temporary ponds,CG04,Yes,mandatory
habitats,PT,MAC,3170,Mediterranean temporary ponds,CI01,Yes,mandatory
habitats,PT,MAC,3170,Mediterranean temporary ponds,CA10,Yes,mandatory
habitats,PT,MAC,3170,Mediterranean temporary ponds,CF04,Yes,mandatory
habitats,PT,MAC,3170,Mediterranean temporary ponds,CA01,Yes,mandatory
habitats,PT,MAC,3170,Mediterranean temporary ponds,CA03,Yes,mandatory
habitats,PT,MAC,3170,Mediterranean temporary ponds,CA09,Yes,mandatory
habitats,PT,MAC,3170,Mediterranean temporary ponds,CF01,Yes,mandatory
habitats,PT,MAC,3170,Mediterranean temporary ponds,CF03,Yes,mandatory
habitats,PT,MAC,3170,Mediterranean temporary ponds,CA08,Yes,mandatory
habitats,FR,MED,3170,Mediterranean temporary ponds,CA03,Yes,mandatory
habitats,FR,MED,3170,Mediterranean temporary ponds,CI02,Yes,mandatory
habitats,FR,MED,3170,Mediterranean temporary ponds,CA07,Yes,mandatory
habitats,FR,MED,3170,Mediterranean temporary ponds,CF01,Yes,mandatory
habitats,FR,MED,3170,Mediterranean temporary ponds,CA04,Yes,mandatory
habitats,UK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CJ01,Yes,mandatory
habitats,DK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA03,Yes,mandatory
habitats,DK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA09,Yes,mandatory
habitats,DK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CI03,Yes,mandatory
habitats,DK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CJ01,Yes,mandatory
habitats,BE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CJ03,Yes,mandatory
habitats,BE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CL01,Yes,mandatory
habitats,BE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CJ02,Yes,mandatory
habitats,SE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CI05,Yes,mandatory
habitats,SE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA03,Yes,mandatory
habitats,SE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA04,Yes,mandatory
habitats,SE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA07,Yes,mandatory
habitats,SE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CI03,Yes,mandatory
habitats,DE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA04,Yes,mandatory
habitats,DE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA15,Yes,mandatory
habitats,DE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA03,Yes,mandatory
habitats,DE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CB01,Yes,mandatory
habitats,DE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA12,Yes,mandatory
habitats,DE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CL01,Yes,mandatory
habitats,DE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CJ02,Yes,mandatory
habitats,DE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CF03,Yes,mandatory
habitats,DE,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA05,Yes,mandatory
habitats,BE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CL01,Yes,mandatory
habitats,BE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CI03,Yes,mandatory
habitats,BE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA07,Yes,mandatory
habitats,BE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA15,Yes,mandatory
habitats,BE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA12,Yes,mandatory
habitats,BE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CF02,Yes,mandatory
habitats,BE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CF11,Yes,mandatory
habitats,BE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CH02,Yes,mandatory
habitats,SE,BOR,4010,Northern Atlantic wet heaths with Erica tetralix,CA03,Yes,mandatory
habitats,IE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CI05,Yes,mandatory
habitats,IE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA04,Yes,mandatory
habitats,IE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA05,Yes,mandatory
habitats,IE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA12,Yes,mandatory
habitats,IE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CB01,Yes,mandatory
habitats,IE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CF03,Yes,mandatory
habitats,IE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CI03,Yes,mandatory
habitats,IE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA03,Yes,mandatory
habitats,DE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CJ02,Yes,mandatory
habitats,DE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CF06,Yes,mandatory
habitats,DE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CF03,Yes,mandatory
habitats,DE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CE03,Yes,mandatory
habitats,DE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA04,Yes,mandatory
habitats,DE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA03,Yes,mandatory
habitats,DE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA12,Yes,mandatory
habitats,DE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CC10,Yes,mandatory
habitats,DE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CJ03,Yes,mandatory
habitats,DE,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CL01,Yes,mandatory
habitats,LV,BOR,4010,Northern Atlantic wet heaths with Erica tetralix,CJ03,Yes,mandatory
habitats,LV,BOR,4010,Northern Atlantic wet heaths with Erica tetralix,CB01,Yes,mandatory
habitats,LV,BOR,4010,Northern Atlantic wet heaths with Erica tetralix,CL01,Yes,mandatory
habitats,FR,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA03,Yes,mandatory
habitats,FR,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CL01,Yes,mandatory
habitats,UK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA05,Yes,mandatory
habitats,UK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CB01,Yes,mandatory
habitats,UK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CC03,Yes,mandatory
habitats,UK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CC04,Yes,mandatory
habitats,UK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CG02,Yes,mandatory
habitats,UK,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CI05,Yes,mandatory
habitats,FR,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CB01,Yes,mandatory
habitats,FR,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CJ01,Yes,mandatory
habitats,FR,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA04,Yes,mandatory
habitats,FR,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA01,Yes,mandatory
habitats,FR,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA05,Yes,mandatory
habitats,FR,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA03,Yes,mandatory
habitats,NL,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CH03,Yes,mandatory
habitats,NL,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CJ03,Yes,mandatory
habitats,NL,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CL01,Yes,mandatory
habitats,NL,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CN02,Yes,mandatory
habitats,NL,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,CA12,Yes,mandatory
habitats,PL,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CG02,Yes,mandatory
habitats,PL,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CH03,Yes,mandatory
habitats,PL,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CJ01,Yes,mandatory
habitats,PL,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CJ02,Yes,mandatory
habitats,PL,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CL01,Yes,mandatory
habitats,PL,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CL02,Yes,mandatory
habitats,PL,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA03,Yes,mandatory
habitats,PL,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CB14,Yes,mandatory
habitats,PL,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CF03,Yes,mandatory
habitats,DK,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA09,Yes,mandatory
habitats,DK,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CI03,Yes,mandatory
habitats,DK,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CJ01,Yes,mandatory
habitats,DK,CON,4010,Northern Atlantic wet heaths with Erica tetralix,CA03,Yes,mandatory
habitats,PT,MAC,4050,Endemic macaronesian heaths,CB01,Yes,mandatory
habitats,PT,MAC,4050,Endemic macaronesian heaths,CS03,Yes,mandatory
habitats,PT,MAC,4050,Endemic macaronesian heaths,CF01,Yes,mandatory
habitats,PT,MAC,4050,Endemic macaronesian heaths,CI01,Yes,mandatory
habitats,PT,MAC,4050,Endemic macaronesian heaths,CG04,Yes,mandatory
habitats,PT,MAC,4050,Endemic macaronesian heaths,CS04,Yes,mandatory
habitats,PT,MAC,4050,Endemic macaronesian heaths,CA06,Yes,mandatory
habitats,PT,MAC,4050,Endemic macaronesian heaths,CI03,Yes,mandatory
habitats,PT,MAC,4050,Endemic macaronesian heaths,CF03,Yes,mandatory
habitats,PT,MAC,4050,Endemic macaronesian heaths,CA01,Yes,mandatory
habitats,BG,CON,40C0,Ponto-Sarmatic deciduous thickets,CF01,Yes,mandatory
habitats,BG,CON,40C0,Ponto-Sarmatic deciduous thickets,CN01,Yes,mandatory
habitats,BG,CON,40C0,Ponto-Sarmatic deciduous thickets,CL01,Yes,mandatory
habitats,BG,CON,40C0,Ponto-Sarmatic deciduous thickets,CB08,Yes,mandatory
habitats,BG,CON,40C0,Ponto-Sarmatic deciduous thickets,CA06,Yes,mandatory
habitats,BG,CON,40C0,Ponto-Sarmatic deciduous thickets,CA05,Yes,mandatory
habitats,BG,CON,40C0,Ponto-Sarmatic deciduous thickets,CA01,Yes,mandatory
habitats,BG,CON,40C0,Ponto-Sarmatic deciduous thickets,CF02,Yes,mandatory
habitats,PT,ATL,6160,Oro-Iberian Festuca indigesta grasslands,CI03,Yes,mandatory
habitats,ES,MED,6160,Oro-Iberian Festuca indigesta grasslands,CA03,Yes,mandatory
habitats,ES,MED,6160,Oro-Iberian Festuca indigesta grasslands,CA04,Yes,mandatory
habitats,ES,MED,6160,Oro-Iberian Festuca indigesta grasslands,CA05,Yes,mandatory
habitats,ES,MED,6160,Oro-Iberian Festuca indigesta grasslands,CF01,Yes,mandatory
habitats,ES,MED,6160,Oro-Iberian Festuca indigesta grasslands,CF03,Yes,mandatory
habitats,ES,MED,6160,Oro-Iberian Festuca indigesta grasslands,CL01,Yes,mandatory
habitats,ES,MED,6160,Oro-Iberian Festuca indigesta grasslands,CB01,Yes,mandatory
habitats,ES,MED,6160,Oro-Iberian Festuca indigesta grasslands,CE01,Yes,mandatory
habitats,PT,MED,6160,Oro-Iberian Festuca indigesta grasslands,CI03,Yes,mandatory
habitats,ES,ATL,6160,Oro-Iberian Festuca indigesta grasslands,CA04,Yes,mandatory
habitats,ES,ATL,6160,Oro-Iberian Festuca indigesta grasslands,CA05,Yes,mandatory
habitats,ES,ATL,6160,Oro-Iberian Festuca indigesta grasslands,CE01,Yes,mandatory
habitats,ES,ATL,6160,Oro-Iberian Festuca indigesta grasslands,CF01,Yes,mandatory
habitats,ES,ATL,6160,Oro-Iberian Festuca indigesta grasslands,CF03,Yes,mandatory
habitats,ES,ATL,6160,Oro-Iberian Festuca indigesta grasslands,CA16,Yes,mandatory
habitats,IT,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CA05,Yes,mandatory
habitats,IT,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CA06,Yes,mandatory
habitats,IT,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB02,Yes,mandatory
habitats,IT,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB04,Yes,mandatory
habitats,IT,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB08,Yes,mandatory
habitats,IT,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB14,Yes,mandatory
habitats,IT,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CH03,Yes,mandatory
habitats,IT,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CI02,Yes,mandatory
habitats,IT,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CI05,Yes,mandatory
habitats,BG,BLS,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB04,Yes,mandatory
habitats,BG,BLS,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB05,Yes,mandatory
habitats,BG,BLS,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB06,Yes,mandatory
habitats,BG,BLS,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CL01,Yes,mandatory
habitats,BG,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB04,Yes,mandatory
habitats,BG,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB05,Yes,mandatory
habitats,BG,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB06,Yes,mandatory
habitats,BG,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CL01,Yes,mandatory
habitats,AT,ALP,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB02,Yes,mandatory
habitats,AT,ALP,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB05,Yes,mandatory
habitats,HR,ALP,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CN01,Yes,mandatory
habitats,IT,MED,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CA05,Yes,mandatory
habitats,IT,MED,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CA06,Yes,mandatory
habitats,IT,MED,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB02,Yes,mandatory
habitats,IT,MED,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB04,Yes,mandatory
habitats,IT,MED,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,CB05,Yes,mandatory
habitats,FR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CF02,Yes,mandatory
habitats,FR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CE01,Yes,mandatory
habitats,FR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CA11,Yes,mandatory
habitats,FR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CG10,Yes,mandatory
habitats,FR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CJ03,Yes,mandatory
habitats,FR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CA15,Yes,mandatory
habitats,FR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CE06,Yes,mandatory
habitats,FR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CI02,Yes,mandatory
habitats,FR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CC03,Yes,mandatory
habitats,FR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CC04,Yes,mandatory
habitats,SI,CON,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CF01,Yes,mandatory
habitats,SI,CON,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CF02,Yes,mandatory
habitats,SI,CON,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CF03,Yes,mandatory
habitats,SI,CON,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CC01,Yes,mandatory
habitats,SI,CON,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CC04,Yes,mandatory
habitats,SI,CON,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CC07,Yes,mandatory
habitats,AT,CON,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CC04,Yes,mandatory
habitats,FR,CON,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CC04,Yes,mandatory
habitats,FR,CON,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,CI03,Yes,mandatory
habitats,ES,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CA01,Yes,mandatory
habitats,ES,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CA15,Yes,mandatory
habitats,ES,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CB01,Yes,mandatory
habitats,ES,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CB08,Yes,mandatory
habitats,ES,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CC01,Yes,mandatory
habitats,ES,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CE01,Yes,mandatory
habitats,ES,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CF10,Yes,mandatory
habitats,ES,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CJ03,Yes,mandatory
habitats,ES,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CF04,Yes,mandatory
habitats,ES,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CL01,Yes,mandatory
habitats,IT,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CA15,Yes,mandatory
habitats,IT,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CB01,Yes,mandatory
habitats,IT,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CB05,Yes,mandatory
habitats,IT,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CB14,Yes,mandatory
habitats,IT,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CC01,Yes,mandatory
habitats,IT,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CC07,Yes,mandatory
habitats,IT,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CF03,Yes,mandatory
habitats,FR,ALP,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CC04,Yes,mandatory
habitats,FR,ALP,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CC03,Yes,mandatory
habitats,FR,ALP,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CI01,Yes,mandatory
habitats,IT,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CI03,Yes,mandatory
habitats,IT,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CJ02,Yes,mandatory
habitats,IT,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CJ03,Yes,mandatory
habitats,FR,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CA11,Yes,mandatory
habitats,FR,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CC04,Yes,mandatory
habitats,FR,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CJ03,Yes,mandatory
habitats,FR,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CF05,Yes,mandatory
habitats,FR,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CJ02,Yes,mandatory
habitats,IT,CON,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CA01,Yes,mandatory
habitats,IT,CON,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CA02,Yes,mandatory
habitats,IT,CON,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CA05,Yes,mandatory
habitats,IT,CON,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CA15,Yes,mandatory
habitats,IT,CON,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,CI02,Yes,mandatory
habitats,ES,ATL,5120,Mountain Cytisus purgans formations,CA06,Yes,mandatory
habitats,ES,ATL,5120,Mountain Cytisus purgans formations,CA16,Yes,mandatory
