featuretype,country,region,featurecode,featurename,pressures_info,pressures_source,use_for_statistics
species,FR,CON,1166,Triturus cristatus,"Les pressions et menaces habituellement identifiés pour le Triton crêté en zone biogéographique continentale sont: disparition des mares (comblement lié aux modifications des pratiques agricoles, à l'urbanisation), présence d'espèce invasive (dont hybridation avec le Triton bourreau en Savoie et Ain, mais aussi écrevisse américaine, ragondin, canards), surpâturage, dégradation du bocage, fragmentation des paysages, mortalité routière, drainages, pollutions agricoles et domestiques, fermeture des milieux (enrésinement, abandon des entretiens), mauvaise réhabilitation de carrières, entretien trop drastique des mares de villages, changement climatiques (Sirugue et Varanguin, 2012, LPO, 2015, OAA, 2017,CPIE de Soulaines, 2018, Teynié, 2018 etc...)."," . OBSERVATOIRE DES AMPHIBIENS D’AUVERGNE, 2017 . Liste  rouge  régionale  des Amphibiens d’Auvergne . Observatoire des Amphibiens d’Auvergne  / DREAL Auvergne - Rhône - Alpes . 14 p.  ; Teynié, A. 2018. Amphibiens et Reptiles du Puy-de-Dôme. 63730 Mirefleurs: Editions Revoir, 63730 Mirefleurs: Editions Revoir162 pp. ; Sirugue D. et Varanguin N.(Coord.) 2012. Atlas des Amphibiens de Bourgogne.. Atlas des Amphibiens de Bourgogne., 378 ; LPO 2015. Les Amphibiens et Reptiles de Rhône-Alpes. Les Amphibiens et Reptiles de Rhône-Alpes, 448 pp ;  . CPIE de Soulaines. 2018. Etude sur le Triton crêté en Champagne-Ardenne. Dreal Grand-Est. 51 p..  ",Yes
species,FR,CON,1283,Coronella austriaca,,"Reading, C. J., & Jofré, G. M. 2013. Diet composition changes correlated with body size in the smooth snake, Coronella austriaca, inhabiting lowland heath in southern England. Amphibia-Reptilia, 34(4), 463-470 ; Franklinos, L. H. V., Lorch, J. M., Bohuski, E., Rodriguez-Ramos Fernandez, J., Wright, O. N., Fitzpatrick, L., . . . Lawson, B. 2017. Emerging fungal pathogen Ophidiomyces ophiodiicola in wild European snakes. Scientific Reports, 7(3844), DOI:10.1038/s41598-017-03352-1 ; Jofré, G. M., Warn, M. R., & Reading, C. J. 2016. The role of managed coniferous forest in the conservation of reptiles. Forest Ecology and Management, 362, 69-78 ; Jofré, G. M., & Reading, C. J. 2012. An assessment of the impact of conservation grazing on reptile populations. ARC Research Report, 12/1 ; Sztencel-Jablonka, A., Mazgajski, T. D., Bury, S., Najbar, B., Rybacki, M., Bogdanowicz, W., & Mazgajska, J. 2015. Phylogeography of the smooth snake Coronella austriaca (Serpentes: Colubridae): evidence for a reduced gene pool and a genetic discontinuity in Central Europe. Biological Journal of the Linnean Society,  ; Sewell, D., Guillera-Arroita, G., Griffiths, R. A., & Beebee, T. J. C. (2012). When Is a Species Declining? Optimizing Survey Effort to Detect Population Changes in Reptiles. PLoS ONE, 7(8). doi: doi:10.1371/journal.pone.0043387 2012. When Is a Species Declining? Optimizing Survey Effort to Detect Population Changes in Reptiles. PLoS ONE, 7(8), doi:10.1371/journal.pone.0043387 ; Dick, D. C. D., & Mebert, K. 2017. Between housing and deep forest: Long-term population biology and dispersal of suburban Smooth snakes (Coronella austriaca). Zoologischer Anzeiger, 270(2017), 98-106. 	, 98-106 ; Teynié, A. 2018. Amphibiens et Reptiles du Puy-de-Dôme. ISBN 9782352651260, 63730 Mirefleurs: Editions Revoir.162 pp. ; Sillero, N., Campos, J., Bonardi, A., Corti, C., Creemers, R., Crochet, P.-A., . . . Vences, M. 2014. Updated distribution and biogeography of amphibians and reptiles of Europe. Amphibia-Reptilia, 35, 1-31 ; Heigl, F., Horvath, K., Laaha, G., & Zaller, J. G. 2017. Amphibian and reptile road-kills on tertiary roads in relation to landscape structure: using a citizen science approach with open-access land cover data. BMC Ecol., 17, DOI 10.1186/s12898-017-0134-z ; Joao Cruz, M., Rogier Robert, E. M., Costa, T., Avelar, D., Rebelo, R., & Pulquerio, M. 2015. Assessing biodiversity vulnerability to climate change: testing different methodologies for Portuguese herpetofauna. Reg. Environ. Change, DOI 10.1007/s10113-015-0858-2 ; Reading, C. J., & Jofré, G. M. 2018. Habitat use by smooth snakes on lowland heath managed using ‘conservation grazing’. Herpetological Journal, 25, 225-231 ; Reading, C. J., & Jofré, G. M. 2018. The relative performance of smooth snakes inhabiting open heathland and conifer plantations. Forest Ecology and Management, 427, 333-341 ; Lescure, J., & de Massary, J.-C. 2012. Atlas des Amphibiens et Reptiles de France. Atlas des Amphibiens et Reptiles de France, Biotope Editions et Publications Scientifiques du Muséum.272 pp. ; Graitson, E., Hussin, J., & Vacher, J.-P. 2012. Synthèse de 24 années de suivi d'une communauté de reptiles typiques du nord de l'Europe. Bulletin de la Société Herpétologique  de France, 141, 63-81 ; EFSA 2017. Scientific Opinion on the state of the science on pesticide risk assessment for amphibians and reptiles. European Food Safety Authority Journal, (draft) doi:10.2903/j.efsa.20YY.NNNN ; Thiriet, J., & Vacher, J.-P. (coord.) 2010. Atlas de répartition des Amphibiens et Reptiles d'Alsace. Colmar/Strasbourg: BUFO., Colmar/Strasbourg: BUFO.273 pp. ; Sirugue, D., & Varanguin, N. (coord.) 2014. Atlas des reptiles de Bourgogne. Revue scientifique Bourgogne-Nature, Hors série, 12 (2012), Bourgogne-Nature1-366 ; Valkonen, J. K., Mäkelä, A., Mappes, J., & López-Sepulcre, A. 2018. Evaluating the potential for evolutionary mismatch in Batesian mimics: a case study in the endangered Smooth Snake (Coronella austriaca). doi: 10.1111/eva.12679, doi: 10.1111/eva.12679 ; Mingo, V., Lötters, S., & Wagner, N. 2016. Risk of pesticide exposure for reptile species in the European Union. Environmental Pollution, 215, 164-169 ",Yes
species,FR,CON,1310,Miniopterus schreibersii,,,Yes
species,FR,CON,1330,Myotis mystacinus,,,Yes
species,FR,CON,1331,Nyctalus leisleri,,"JAEGLY E. 2013. La Noctule de Leisler. In Atlas de répartition des Mammifères d’Alsace. Collection Atlas de la Faune d’Alsace, Ed. GEPMA,, 368-373 ",Yes
species,FR,CON,1381,Dicranum viride,,,Yes
species,AT,ALP,1083,Lucanus cervus,,Expert opinion and monitoring data,Yes
species,AT,ALP,1105,Hucho hucho,"Problematic native species: Phalacrocorax carbo, Lutra lutra",,Yes
species,AT,ALP,1177,Salamandra atra,,,Yes
species,AT,ALP,1203,Hyla arborea,,,Yes
species,AT,ALP,1308,Barbastella barbastellus,,Expert opinion,Yes
species,AT,ALP,1334,Lepus timidus,,,Yes
species,AT,ALP,1396,Notothylas orbicularis,,,Yes
species,AT,ALP,1866,Galanthus nivalis,,,No
species,AT,ALP,1902,Cypripedium calceolus,,,Yes
species,AT,ALP,5345,Rutilus virgo,,,Yes
species,AT,ALP,6282,Klasea lycopifolia,,,Yes
species,AT,ALP,6976,Pelophylax esculentus,,,Yes
species,AT,CON,1029,Margaritifera margaritifera,,declaration of pressures according to monitoring data; declaration of threats is based on monitoring data and on expert opinion,Yes
species,AT,CON,1166,Triturus cristatus,,,Yes
species,AT,CON,1327,Eptesicus serotinus,,Expert Opinion,Yes
species,AT,CON,1337,Castor fiber,"Increasing conflicts induced by human landuse (farming /agriculture, forestry, housing development, supply circuit, infrastructure) result in a competitive situation with Castor fiber reducing the available habitat for beaver settlements along water-bodies.",,Yes
species,AT,CON,1357,Martes martes,,,Yes
species,AT,CON,1614,Apium repens,,,Yes
species,AT,CON,1993,Triturus dobrogicus,,,Yes
species,AT,CON,4055,Stenobothrus eurasius,,,Yes
species,AT,CON,5085,Barbus barbus,,,Yes
species,AT,CON,5289,Alburnus mento,,,No
species,BE,ATL,1035,Leucorrhinia caudalis,,,No
species,BE,ATL,1145,Misgurnus fossilis,,,Yes
species,BE,ATL,1166,Triturus cristatus,,,Yes
species,BE,ATL,1256,Podarcis muralis,"Not so much the development of railroads but their operation and maintenance are of major importance to the survival of populations. Note, however, that this is a non-native species which has established itself within the given railway network, with its ‘as is’ features and pressures.",,Yes
species,BE,ATL,1330,Myotis mystacinus,"A21  M. mystacinus also forages in small-scale agrarian landscape (bocage). Use of pesticides has a negative impact on prey availability.
A05 Important for foraging and connectivity (commuting flights) 
B02 & B09  M. mystacinus  depends on  structure-rich  ‘natural‘ forest, colonies in trees (mainly dead standing wood) are vulnerable.
B07 Loss of roosts in trees and standing dead wood
F02 Buildings are (also) used as roosts. Changes in isolation practices will have a greater impact in the future but score M selected since  M. mystacinus also uses trees
F07 Recreational cave and fort visits are unfavourable since the species is vulnerable to disturbance, especially during hibernation.
F24 Buildings can be used as summer roosts and M. mystacinus is sensitive to light disturbance",,Yes
species,BE,ATL,1337,Castor fiber,,,Yes
species,BE,ATL,1352,Canis lupus,,,No
species,BE,ATL,1357,Martes martes,,"https://www.vlaanderen.be/nl/publicaties/detail/dieren-onder-de-wielen

https://pureportal.inbo.be/portal/files/9981881/INBO.R.2015.9435187web.pdf",Yes
species,BE,ATL,5085,Barbus barbus,,,Yes
species,BE,ATL,6976,Pelophylax esculentus,"Crossbreeding with introduced Pelophylax ridibundus and P. bedriagae s.l. result in Pelophylax ridibundus or (less likely) ridibundus x bedriagae hybrids are likely to lead to efficient removal of P. kl. esculentus. Apart from this breeding mechanism, direct predation and competition associated with the introduced water frog taxa are of concern.",,Yes
species,BE,CON,1321,Myotis emarginatus,"A36 - Use of biocides, conversion of grassland to crop",https://www.eurobats.org/publications/eurobats_publication_series,Yes
species,BE,CON,1326,Plecotus auritus,,https://www.eurobats.org/publications/eurobats_publication_series,Yes
species,BE,CON,1413,Lycopodium spp.,Lycopodium need wet conditions. Long periods of dryness are particularly negative fro those species.,,Yes
species,BG,ALP,1324,Myotis myotis,,,Yes
species,BG,ALP,1327,Eptesicus serotinus,,,Yes
species,BG,BLS,1077,Hyles hippophaes,,,Yes
species,BG,BLS,1086,Cucujus cinnaberinus,,,Yes
species,BG,BLS,1305,Rhinolophus euryale,,,Yes
species,BG,BLS,1308,Barbastella barbastellus,,,Yes
species,BG,BLS,1309,Pipistrellus pipistrellus,,,Yes
species,BG,BLS,1314,Myotis daubentonii,,,Yes
species,BG,BLS,5004,Myotis aurascens,,,Yes
species,BG,BLS,6927,Himantoglossum jankae,,,Yes
species,BG,CON,1074,Eriogaster catax,,,Yes
species,BG,CON,1197,Pelobates fuscus,,,Yes
species,BG,CON,1238,Podarcis erhardii,,,Yes
species,BG,CON,1322,Myotis nattereri,,,Yes
species,BG,CON,1363,Felis silvestris,,,Yes
species,BG,CON,2079,Moehringia jankae,,,Yes
species,BG,CON,2373,Mauremys rivulata,,,Yes
species,BG,CON,4033,Erannis ankeraria,,,Yes
species,BG,CON,4039,Nymphalis vaualbum,,,Yes
species,BG,CON,5291,Alburnus sarmaticus,,,Yes
species,BG,CON,5329,Romanogobio vladykovi,,,Yes
species,BG,CON,6199,Euplagia quadripunctaria,,,Yes
species,BG,MBLS,1349,Tursiops truncatus,,,Yes
species,CY,MED,2131,Astragalus macrocarpus subsp. lefkarensis,"Pressure L06 - Interspecific relations (competition, predation, parasitism, pathogens) refers to seed predation by a beetle of the family Bruchidae.",,Yes
species,CZ,CON,1057,Parnassius apollo,,,Yes
species,CZ,CON,1076,Proserpinus proserpina,,,Yes
species,CZ,CON,1209,Rana dalmatina,,,Yes
species,CZ,CON,1352,Canis lupus,"Ad G 10 - So far, there are no proven data of illegal killing of this kind.",,Yes
species,CZ,CON,1477,Pulsatilla patens,,,Yes
species,CZ,CON,1762,Arnica montana,,,Yes
species,CZ,CON,2016,Pipistrellus kuhlii,,,Yes
species,CZ,CON,4014,Carabus variolosus,,,Yes
species,CZ,PAN,1309,Pipistrellus pipistrellus,,,Yes
species,CZ,PAN,1323,Myotis bechsteinii,,,Yes
species,CZ,PAN,1339,Cricetus cricetus,,,Yes
species,CZ,PAN,1993,Triturus dobrogicus,,,Yes
species,CZ,PAN,2093,Pulsatilla grandis,,Sites are regularly monitored.,Yes
species,CZ,PAN,5329,Romanogobio vladykovi,,,Yes
species,CZ,PAN,5339,Rhodeus amarus,,,Yes
species,CZ,PAN,5365,Hypsugo savii,,,No
species,DE,ALP,1067,Lopinga achine,,,Yes
species,DE,ALP,1177,Salamandra atra,,,Yes
species,DE,ALP,1303,Rhinolophus hipposideros,,,Yes
species,DE,ALP,1326,Plecotus auritus,,,Yes
species,DE,ALP,1409,Sphagnum spp.,,,Yes
species,DE,ALP,6216,Hamatocaulis vernicosus,,,Yes
species,DE,ATL,1032,Unio crassus,,,Yes
species,DE,ATL,1096,Lampetra planeri,,,Yes
species,DE,ATL,1191,Alytes obstetricans,,,Yes
species,DE,ATL,1209,Rana dalmatina,,,Yes
species,DE,ATL,1762,Arnica montana,,,Yes
species,DE,ATL,6938,Pelophylax ridibundus,,,Yes
species,DE,ATL,6981,Pelophylax lessonae,,,Yes
species,DE,CON,1070,Coenonympha hero,,,Yes
species,DE,CON,1082,Graphoderus bilineatus,,,Yes
species,DE,CON,1145,Misgurnus fossilis,,,Yes
species,DE,CON,1166,Triturus cristatus,,,Yes
species,DE,CON,1193,Bombina variegata,,,Yes
species,DE,CON,1256,Podarcis muralis,"In Bezug auf die Beeinträchtigung [E01] besteht zwischen dem Eisenbahn-Bundesamt einerseits sowie dem BfN andererseits ein wissenschaftlicher Dissens, was die potentielle Gefährdungswirkung der Schiene auf Zaun- und Mauereidechsen betrifft. Es wird angestrebt durch weitere Forschungen zu Auswirkungen von E01 den Sachverhalt weiter aufzuklären.",,Yes
species,DE,CON,1314,Myotis daubentonii,,,Yes
species,DE,CON,1323,Myotis bechsteinii,,,Yes
species,DE,CON,1337,Castor fiber,,,Yes
species,DE,CON,1339,Cricetus cricetus,,,Yes
species,DE,CON,1387,Orthotrichum rogeri,,,Yes
species,DE,CON,5085,Barbus barbus,,,Yes
species,DE,CON,5339,Rhodeus amarus,,,Yes
species,DE,MBAL,1364,Halichoerus grypus,,,Yes
species,DK,ATL,1213,Rana temporaria,,,Yes
species,DK,ATL,1214,Rana arvalis,,,Yes
species,DK,ATL,1320,Myotis brandtii,,,Yes
species,DK,ATL,6284,Epidalea calamita,,,Yes
species,DK,ATL,6976,Pelophylax esculentus,,,Yes
species,DK,CON,1016,Vertigo moulinsiana,,Expert judgement,Yes
species,DK,CON,1032,Unio crassus,,,Yes
species,DK,CON,1096,Lampetra planeri,,,Yes
species,DK,CON,1312,Nyctalus noctula,,,Yes
species,DK,CON,1378,Cladonia (Cladina) subsp.,,,Yes
species,DK,CON,1528,Saxifraga hirculus,,,Yes
species,DK,CON,1762,Arnica montana,,,Yes
species,DK,CON,1936,Anthrenochernes stellae,,,Yes
species,EE,BOR,1106,Salmo salar,"There is a risk that hydro power stations maintenance is not done properly - if water reservoire is drained/filled too quickly or bottom sediments are drained in excessive amounts. Rules for those procedures are described on water licences, but there remains a risk that those rules are not followed properly.",,Yes
species,EE,BOR,1130,Aspius aspius,,,Yes
species,EE,BOR,1355,Lutra lutra,,,Yes
species,EE,BOR,1400,Leucobryum glaucum,,,Yes
species,EE,BOR,1477,Pulsatilla patens,,,Yes
species,EE,BOR,1833,Najas flexilis,,,Yes
species,ES,ALP,1065,Euphydryas aurinia,,,Yes
species,ES,ALP,1831,Luronium natans,,,Yes
species,ES,ATL,1092,Austropotamobius pallipes,"IAS union concern :  Eichhornia crassipes (Martius) Solms; Lithobates (Rana) catesbeianus Shaw, 1802; Ludwigia grandiflora (Michx.) Greuter & Burdet; Pacifastacus leniusculus Dana, 1852; Procambarus clarkii Girard, 1852; Pseudorasbora parva Temminck & Schlegel, 1846; Trachemys scripta Schoepff, 1792;
","
Alonso, F. (2012). Austropotamobius pallipes. En: VV.AA., Bases ecológicas preliminares para la conservación de las especies de interés comunitario en España: Invertebrados. Ministerio de Agricultura, Alimentación y Medio Ambiente. Madrid. 69 pp. (https://www.miteco.gob.es/es/biodiversidad/temas/espacios-protegidos/austropotamobius_pallipes_tcm30-196927.pdf) [Acceso 18/02/19]",Yes
species,ES,ATL,1172,Chioglossa lusitanica,"IAS union concern :  Pacifastacus leniusculus Dana, 1852; Procambarus clarkii Girard, 1852;
","Las especies comerciales de eucaliptos (Eucaliptus spp) en extensas plantaciones de tipo monocultivo han reducido o totalmente hecho desaparecer varias poblaciones de anfibios y reptiles en el Noroeste peninsular (Arntzen, 2015; Galán, 2005). La contaminación de ríos y arroyos y la fragmentación del hábitat causada por presas hidroeléctricas y azudes son también un problema para esta especie (http://www.lacerta.de/AS/Bibliografie/BIB_12517.pdf) (Galán, 2005).",Yes
species,ES,ATL,1213,Rana temporaria,"IAS union concern :  Pacifastacus leniusculus Dana, 1852; Procambarus clarkii Girard, 1852;

Otras especies exóticas invasoras (I02) como las diferentes especies de Eucaliptos (Eucalyptus spp.)","Bosch, J., Carrascal, L. M., Duran, L., Walker, S., & Fisher, M. C. (2006). Climate change and outbreaks of amphibian chytridiomycosis in a montane area of Central Spain; is there a link?. Proceedings of the Royal Society B: Biological Sciences, 274(1607), 253-260.

Bosch, J., & Martínez-Solano, I. (2006). Chytrid fungus infection related to unusual mortalities of Salamandra salamandra and Bufo bufo in the Penalara Natural Park, Spain. Oryx, 40(1), 84-89.

Bosch, J., Mart??nez-Solano, I., & Garc??a-Par??s, M. (2001). Evidence of a chytrid fungus infection involved in the decline of the common midwife toad (Alytes obstetricans) in protected areas of central Spain. Biological conservation, 97(3), 331-337.

Garner, T. W. J., Walker, S., Bosch, J., Hyatt, A. D., Cunningham, A. A., & Fisher, M. C. (2005). Widespread European distribution of a global amphibian pathogen. Emerg. Infect. Dis, 11, 1639-1641.

Martínez-Solano, I., Barbadillo, L.J, Lapeña, M. (2003). Effect of introduced fish on amphibian species richness and densities at a montane assemblage in the Sierra de Neila, Spain. Herpetological Journal, 13: 176-173.

Miller D, Gray M, Storfer A. (2011). Ecopathology of ranaviruses infecting amphibians. Viruses; 3(11):2351-73.

Palomar G., Bosch J., Cano, J.M. (2016). Heritability of Batrachochytrium dendrobatidis burden and its genetic correlation with development time in a population of Common toad (Bufo spinosus). Evolution 70 (10): 2346-2356.

Polo-Cavia, N., Gómez-Mestre, I. (2014). Learned recognition of introduced predators determines survival of tadpole prey. Functional Ecology, 28 (2): 432-439.

Pounds JA, Bustamante MR, Coloma LA, Consuegra JA, Fogden MP, Foster PN, La Marca E, Masters KL, Merino-Viteri A, Puschendorf R, Ron SR, Sánchez-Azofeifa GA, Still CJ, Young BE. (2006). Widespread amphibian extinctions from epidemic disease driven by global warming. Nature 439:161-16.

https://mantle.io/grrs 

http://www.bd-maps.net/surveillance",Yes
