country,region,speciescode,speciesname,assessment_speciescode,assessment_speciesname,presence,priority,annexII,annexIV,annexV,group
ES,MED,1301,Galemys pyrenaicus,1301,Galemys pyrenaicus,PRE,N,Y,Y,N,Mammals
FR,ATL,1301,Galemys pyrenaicus,1301,Galemys pyrenaicus,PRE,N,Y,Y,N,Mammals
ES,ATL,1301,Galemys pyrenaicus,1301,Galemys pyrenaicus,PRE,N,Y,Y,N,Mammals
ES,ALP,1301,Galemys pyrenaicus,1301,Galemys pyrenaicus,PRE,N,Y,Y,N,Mammals
PT,ATL,1301,Galemys pyrenaicus,1301,Galemys pyrenaicus,PRE,N,Y,Y,N,Mammals
PT,MED,1301,Galemys pyrenaicus,1301,Galemys pyrenaicus,PRE,N,Y,Y,N,Mammals
FR,ALP,1301,Galemys pyrenaicus,1301,Galemys pyrenaicus,PRE,N,Y,Y,N,Mammals
PL,CON,2189,Galium cracoviense,2189,Galium cracoviense,PRE,N,Y,Y,N,Vascular plants
IT,MED,1661,Galium litorale,1661,Galium litorale,PRE,Y,Y,Y,N,Vascular plants
RO,CON,2191,Galium moldavicum,2191,Galium moldavicum,PRE,N,Y,Y,N,Vascular plants
CZ,CON,4113,Galium sudeticum,4113,Galium sudeticum,PRE,Y,Y,Y,N,Vascular plants
PL,CON,4113,Galium sudeticum,4113,Galium sudeticum,PRE,Y,Y,Y,N,Vascular plants
ES,MED,1662,Galium viridiflorum,1662,Galium viridiflorum,PRE,Y,Y,Y,N,Vascular plants
ES,MAC,1253,Gallotia atlantica,1253,Gallotia atlantica,PRE,N,N,Y,N,Reptiles
ES,MAC,1260,Gallotia galloti,1260,Gallotia galloti,PRE,N,N,Y,N,Reptiles
ES,MAC,1255,Gallotia galloti insulanagae,1255,Gallotia galloti insulanagae,PRE,N,Y,Y,N,Reptiles
ES,MAC,1242,Gallotia simonyi,1242,Gallotia simonyi,PRE,Y,Y,Y,N,Reptiles
ES,MAC,1267,Gallotia stehlini,1267,Gallotia stehlini,PRE,N,N,Y,N,Reptiles
ES,MED,1893,Gaudinia hispanica,1893,Gaudinia hispanica,PRE,N,Y,Y,N,Vascular plants
ES,MED,1360,Genetta genetta,1360,Genetta genetta,PRE,N,N,N,Y,Mammals
PT,MED,1360,Genetta genetta,1360,Genetta genetta,PRE,N,N,N,Y,Mammals
FR,CON,1360,Genetta genetta,1360,Genetta genetta,PRE,N,N,N,Y,Mammals
FR,ALP,1360,Genetta genetta,1360,Genetta genetta,PRE,N,N,N,Y,Mammals
FR,MED,1360,Genetta genetta,1360,Genetta genetta,PRE,N,N,N,Y,Mammals
FR,ATL,1360,Genetta genetta,1360,Genetta genetta,PRE,N,N,N,Y,Mammals
ES,ATL,1360,Genetta genetta,1360,Genetta genetta,PRE,N,N,N,Y,Mammals
ES,ALP,1360,Genetta genetta,1360,Genetta genetta,PRE,N,N,N,Y,Mammals
PT,ATL,1360,Genetta genetta,1360,Genetta genetta,PRE,N,N,N,Y,Mammals
ES,MED,1550,Genista dorycnifolia,1550,Genista dorycnifolia,PRE,N,Y,Y,N,Vascular plants
SI,CON,1547,Genista holopetala,1547,Genista holopetala,PRE,N,Y,Y,N,Vascular plants
IT,CON,1547,Genista holopetala,1547,Genista holopetala,PRE,N,Y,Y,N,Vascular plants
HR,ALP,1547,Genista holopetala,1547,Genista holopetala,PRE,N,Y,Y,N,Vascular plants
HR,MED,1547,Genista holopetala,1547,Genista holopetala,PRE,N,Y,Y,N,Vascular plants
IT,ALP,1656,Gentiana ligustica,1656,Gentiana ligustica,PRE,N,Y,Y,N,Vascular plants
IT,MED,1656,Gentiana ligustica,1656,Gentiana ligustica,PRE,N,Y,Y,N,Vascular plants
FR,ALP,1656,Gentiana ligustica,1656,Gentiana ligustica,PRE,N,Y,Y,N,Vascular plants
FR,MED,1656,Gentiana ligustica,1656,Gentiana ligustica,PRE,N,Y,Y,N,Vascular plants
ES,ALP,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
BG,CON,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
GR,MED,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
DE,ALP,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
HR,ALP,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
SI,ALP,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
IT,MED,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
ES,ATL,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
FR,ATL,1657,Gentiana lutea,1657,Gentiana lutea,MAR,N,N,N,Y,Vascular plants
ES,MED,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
FR,MED,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
FR,ALP,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
HR,MED,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
BG,ALP,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
SI,CON,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
FR,CON,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
RO,ALP,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
PT,MED,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
AT,ALP,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
DE,CON,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
IT,ALP,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
IT,CON,1657,Gentiana lutea,1657,Gentiana lutea,PRE,N,N,N,Y,Vascular plants
UK,ATL,1654,Gentianella anglica,1654,Gentianella anglica,PRE,N,Y,Y,N,Vascular plants
AT,CON,4094,Gentianella bohemica,4094,Gentianella bohemica,PRE,Y,Y,Y,N,Vascular plants
PL,CON,4094,Gentianella bohemica,4094,Gentianella bohemica,PRE,Y,Y,Y,N,Vascular plants
DE,CON,4094,Gentianella bohemica,4094,Gentianella bohemica,PRE,Y,Y,Y,N,Vascular plants
CZ,CON,4094,Gentianella bohemica,4094,Gentianella bohemica,PRE,Y,Y,Y,N,Vascular plants
ES,MED,1024,Geomalacus maculosus,1024,Geomalacus maculosus,PRE,N,Y,Y,N,Molluscs
IE,ATL,1024,Geomalacus maculosus,1024,Geomalacus maculosus,PRE,N,Y,Y,N,Molluscs
PT,ATL,1024,Geomalacus maculosus,1024,Geomalacus maculosus,PRE,N,Y,Y,N,Molluscs
ES,ATL,1024,Geomalacus maculosus,1024,Geomalacus maculosus,PRE,N,Y,Y,N,Molluscs
PT,MED,1024,Geomalacus maculosus,1024,Geomalacus maculosus,PRE,N,Y,Y,N,Molluscs
PT,MAC,1006,Geomitra moniziana,1006,Geomitra moniziana,PRE,N,Y,Y,N,Molluscs
PT,MAC,1571,Geranium maderense,1571,Geranium maderense,PRE,Y,Y,Y,N,Vascular plants
MT,MMED,2578,Gibbula nivosa,2578,Gibbula nivosa,PRE,N,Y,Y,N,Molluscs
GR,MED,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
AT,ALP,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
CZ,CON,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
BG,ALP,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
IT,CON,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
RO,CON,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
PL,CON,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
DE,CON,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
FR,ALP,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
DE,ALP,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
HU,PAN,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
CZ,PAN,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
BG,CON,4096,Gladiolus palustris,4096,Gladiolus palustris,SCR,N,Y,Y,N,Vascular plants
SI,CON,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
SI,ALP,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
IT,MED,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
IT,ALP,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
AT,CON,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
SK,PAN,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
HR,MED,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
FR,CON,4096,Gladiolus palustris,4096,Gladiolus palustris,PRE,N,Y,Y,N,Vascular plants
ES,MATL,2627,Globicephala macrorhynchus,2627,Globicephala macrorhynchus,OCC,N,N,Y-HTL,N,Mammals
PT,MATL,2627,Globicephala macrorhynchus,2627,Globicephala macrorhynchus,OCC,N,N,Y-HTL,N,Mammals
ES,MMAC,2627,Globicephala macrorhynchus,2627,Globicephala macrorhynchus,PRE,N,N,Y-HTL,N,Mammals
UK,MMED,2627,Globicephala macrorhynchus,2627,Globicephala macrorhynchus,OCC,N,N,Y-HTL,N,Mammals
PT,MMAC,2627,Globicephala macrorhynchus,2627,Globicephala macrorhynchus,PRE,N,N,Y-HTL,N,Mammals
ES,MATL,2029,Globicephala melas,2029,Globicephala melas,PRE,N,N,Y-HTL,N,Mammals
NL,MATL,2029,Globicephala melas,2029,Globicephala melas,OCC,N,N,Y-HTL,N,Mammals
MT,MMED,2029,Globicephala melas,2029,Globicephala melas,OCC,N,N,Y-HTL,N,Mammals
UK,MATL,2029,Globicephala melas,2029,Globicephala melas,PRE,N,N,Y-HTL,N,Mammals
FR,MMED,2029,Globicephala melas,2029,Globicephala melas,PRE,N,N,Y-HTL,N,Mammals
PT,MATL,2029,Globicephala melas,2029,Globicephala melas,PRE,N,N,Y-HTL,N,Mammals
UK,MMED,2029,Globicephala melas,2029,Globicephala melas,PRE,N,N,Y-HTL,N,Mammals
FR,MATL,2029,Globicephala melas,2029,Globicephala melas,PRE,N,N,Y-HTL,N,Mammals
IT,MMED,2029,Globicephala melas,2029,Globicephala melas,PRE,N,N,Y-HTL,N,Mammals
ES,MMAC,2029,Globicephala melas,2029,Globicephala melas,OCC,N,N,Y-HTL,N,Mammals
ES,MMED,2029,Globicephala melas,2029,Globicephala melas,PRE,N,N,Y-HTL,N,Mammals
PT,MMAC,2029,Globicephala melas,2029,Globicephala melas,OCC,N,N,Y-HTL,N,Mammals
DK,MATL,2029,Globicephala melas,2029,Globicephala melas,OCC,N,N,Y-HTL,N,Mammals
IE,MATL,2029,Globicephala melas,2029,Globicephala melas,PRE,N,N,Y-HTL,N,Mammals
ES,MAC,1737,Globularia ascanii,1737,Globularia ascanii,PRE,Y,Y,Y,N,Vascular plants
ES,MAC,1738,Globularia sarcophylla,1738,Globularia sarcophylla,PRE,Y,Y,Y,N,Vascular plants
GR,MED,1432,Globularia stygia,1432,Globularia stygia,PRE,Y,Y,Y,N,Vascular plants
RO,ALP,4034,Glyphipterix loricatella,4034,Glyphipterix loricatella,PRE,N,Y,Y,N,Arthropods
RO,CON,4034,Glyphipterix loricatella,4034,Glyphipterix loricatella,PRE,N,Y,Y,N,Arthropods
HU,PAN,4034,Glyphipterix loricatella,4034,Glyphipterix loricatella,PRE,N,Y,Y,N,Arthropods
FR,MED,1046,Gomphus graslinii,1046,Gomphus graslinii,PRE,N,Y,Y,N,Arthropods
ES,ATL,1046,Gomphus graslinii,1046,Gomphus graslinii,PRE,N,Y,Y,N,Arthropods
FR,ATL,1046,Gomphus graslinii,1046,Gomphus graslinii,PRE,N,Y,Y,N,Arthropods
PT,ATL,1046,Gomphus graslinii,1046,Gomphus graslinii,MAR,N,Y,Y,N,Arthropods
FR,CON,1046,Gomphus graslinii,1046,Gomphus graslinii,PRE,N,Y,Y,N,Arthropods
ES,MED,1046,Gomphus graslinii,1046,Gomphus graslinii,PRE,N,Y,Y,N,Arthropods
PT,MED,1046,Gomphus graslinii,1046,Gomphus graslinii,PRE,N,Y,Y,N,Arthropods
PT,MAC,1907,Goodyera macrophylla,1907,Goodyera macrophylla,PRE,N,Y,Y,N,Vascular plants
FR,ATL,4035,Gortyna borelii lunata,4035,Gortyna borelii lunata,PRE,N,Y,Y,N,Arthropods
FR,ALP,4035,Gortyna borelii lunata,4035,Gortyna borelii lunata,MAR,N,Y,Y,N,Arthropods
RO,PAN,4035,Gortyna borelii lunata,4035,Gortyna borelii lunata,PRE,N,Y,Y,N,Arthropods
FR,CON,4035,Gortyna borelii lunata,4035,Gortyna borelii lunata,PRE,N,Y,Y,N,Arthropods
DE,CON,4035,Gortyna borelii lunata,4035,Gortyna borelii lunata,PRE,N,Y,Y,N,Arthropods
RO,CON,4035,Gortyna borelii lunata,4035,Gortyna borelii lunata,PRE,N,Y,Y,N,Arthropods
UK,ATL,4035,Gortyna borelii lunata,4035,Gortyna borelii lunata,PRE,N,Y,Y,N,Arthropods
FR,MED,4035,Gortyna borelii lunata,4035,Gortyna borelii lunata,PRE,N,Y,Y,N,Arthropods
HU,PAN,4035,Gortyna borelii lunata,4035,Gortyna borelii lunata,PRE,N,Y,Y,N,Arthropods
ES,ALP,1075,Graellsia isabellae,1075,Graellsia isabellae,PRE,N,Y,N,Y,Arthropods
FR,MED,1075,Graellsia isabellae,1075,Graellsia isabellae,PRE,N,Y,N,Y,Arthropods
FR,ALP,1075,Graellsia isabellae,1075,Graellsia isabellae,PRE,N,Y,N,Y,Arthropods
ES,MED,1075,Graellsia isabellae,1075,Graellsia isabellae,PRE,N,Y,N,Y,Arthropods
ES,MMAC,2030,Grampus griseus,2030,Grampus griseus,PRE,N,N,Y-HTL,N,Mammals
IE,MATL,2030,Grampus griseus,2030,Grampus griseus,PRE,N,N,Y-HTL,N,Mammals
IT,MMED,2030,Grampus griseus,2030,Grampus griseus,PRE,N,N,Y-HTL,N,Mammals
NL,MATL,2030,Grampus griseus,2030,Grampus griseus,OCC,N,N,Y-HTL,N,Mammals
UK,MMED,2030,Grampus griseus,2030,Grampus griseus,PRE,N,N,Y-HTL,N,Mammals
PT,MATL,2030,Grampus griseus,2030,Grampus griseus,PRE,N,N,Y-HTL,N,Mammals
HR,MMED,2030,Grampus griseus,2030,Grampus griseus,OCC,N,N,Y-HTL,N,Mammals
